"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TCAL_05534",128.217178049092,0.652868819598031,0.117332246598478,5.56427443030396,2.63245396140125e-08,4.5627892319034e-06
"TCAL_05784",393.392861430634,0.517100968202791,0.0931755273637058,5.54975091457562,2.86076894405194e-08,4.8856043745993e-06
"TCAL_09395",349.096178372099,-0.522097041741836,0.0943601771967392,-5.53302311687348,3.14757968516411e-08,5.29751346142185e-06
"TCAL_02902",2541.42935191554,0.486446979914281,0.0889699320728496,5.46754356871906,4.56315068854514e-08,7.57026699229638e-06
"TCAL_05424",34.2773092298301,1.1075807222795,0.20311420533201,5.45299488270185,4.95284950443874e-08,8.06636453113539e-06
"TCAL_16400",486.718331221085,0.551243837191036,0.101122072256314,5.45127117048986,5.0011043334345e-08,8.06636453113539e-06
"TCAL_03344",94.548114317464,-0.64454964853323,0.119793022708868,-5.38052746276944,7.42679076296243e-08,1.18147015246963e-05
"TCAL_03482",780.072802011116,0.302072659297093,0.056175601016936,5.37729287855812,7.56141192784783e-08,1.18663076646077e-05
"TCAL_17377",114.725333317882,-1.22076882839578,0.231724707435737,-5.26818586548148,1.37778568810168e-07,2.13336335945664e-05
"TCAL_01380",1407.67201477996,0.52197055303696,0.099239738517035,5.25969294999061,1.44296146424109e-07,2.2048830900305e-05
"TCAL_08395",700.11180211247,-0.702555562282978,0.133691676138372,-5.25504341463883,1.47989557306005e-07,2.23195159609694e-05
"TCAL_07045",53.5864974575161,-0.956686090414135,0.182817722955202,-5.23300517558992,1.66776067804855e-07,2.48303907104843e-05
"TCAL_02231",586.284174990709,-0.786482005866427,0.151453260027458,-5.19290245534393,2.0704067463541e-07,3.04349791714053e-05
"TCAL_13893",1949.82136499293,0.598397196195049,0.115550834728799,5.17864883970336,2.23498720171182e-07,3.24436329668492e-05
"TCAL_10581",731.129729356916,0.564979317586264,0.109947879995332,5.13861038166675,2.76777595066615e-07,3.9681706314921e-05
"TCAL_07652",5611.8196635279,-0.556704496320221,0.108483298857019,-5.131706928031,2.87126329037739e-07,4.06633909648203e-05
"TCAL_00735",619.074711423698,0.299569857137114,0.0586301715050198,5.10948287284928,3.23041771887422e-07,4.51986035774534e-05
"TCAL_01737",327.15633682446,0.721857462125402,0.141499299271349,5.10149142676049,3.36987289190355e-07,4.65884927305665e-05
"TCAL_14025",1849.30500716838,0.816416097548699,0.160402288195178,5.08980331100565,3.58435105425142e-07,4.89706691682609e-05
"TCAL_05313",276.218601528278,-0.586661227562047,0.115326576811279,-5.0869560493594,3.63856111576711e-07,4.91332677179109e-05
"TCAL_08845",215.484795951441,-0.484261894741511,0.0956606246857847,-5.06229074221666,4.14248640308781e-07,5.52950512632859e-05
"TCAL_09115",54.671275982594,-1.31710621960135,0.260404318566782,-5.05792771352818,4.23837025512755e-07,5.59320383781776e-05
"TCAL_00796",131.118633195995,0.593872096683268,0.117925392120847,5.03599849025461,4.75364304562806e-07,6.20270299875041e-05
"TCAL_07499",21.6613215438172,-2.41907207851035,0.480896747718447,-5.03033570093233,4.8962180043783e-07,6.31775329831613e-05
"TCAL_16983",20388.4263100155,0.625320300513624,0.124438424366639,5.02513836619477,5.03069696064944e-07,6.41994327516725e-05
"TCAL_17397",91.2727138616623,-1.26222098141228,0.251500229173295,-5.0187667246321,5.20042522653246e-07,6.56440632127407e-05
"TCAL_03260",60.8611393641287,0.992239462442965,0.197804364612887,5.01626677644261,5.26851611652477e-07,6.57884706034431e-05
"TCAL_12301",86.2243249546018,0.808435267618132,0.161463613046268,5.00691922078116,5.53081241799823e-07,6.83290687342696e-05
"TCAL_16754",25.268035389318,-1.37842467334395,0.276116999841144,-4.99217604905524,5.97027974429196e-07,7.29819564952237e-05
"TCAL_13574",299.079249052384,-0.465128027934279,0.0935400725817198,-4.97250018197203,6.6094909160021e-07,7.99541854245129e-05
"TCAL_12432",477.644480861073,0.390895815665394,0.0790713177672995,4.94358544543002,7.66987105480769e-07,9.18249614015276e-05
"TCAL_08177",16.9346108345733,-1.42769743132188,0.288976528068438,-4.94053077896956,7.79101925868593e-07,9.23235782154282e-05
"TCAL_04918",159.75593053041,0.53813318073578,0.109736670315003,4.90385920395659,9.39718578983053e-07,0.00011023183694677
"TCAL_00113",47.0061165124495,-0.861624821159156,0.17594376571855,-4.89716028095854,9.7231528163463e-07,0.00011291497365623
"TCAL_12822",190.654253454215,0.450375660209463,0.0921449517974299,4.88768675249364,1.02027696696747e-06,0.000117311647696963
"TCAL_00194",341.285796934983,-0.399645932247057,0.0819512132602097,-4.87663228338194,1.07912329787082e-06,0.000121639301586541
"TCAL_06433",130.625843245239,0.606942234800455,0.124424529336422,4.87799502266461,1.07169628615559e-06,0.000121639301586541
"TCAL_12235",880.289364110505,-0.51074272735912,0.104772625392635,-4.87477263688978,1.08933844527687e-06,0.000121639301586541
"TCAL_15195",122.975679185711,0.739707239656558,0.152722921728668,4.84345919580259,1.27597934734534e-06,0.000141123315816395
"TCAL_03517",20976.887030598,0.344592606018588,0.0712740500638739,4.83475550652409,1.33309378733842e-06,0.000144684281797767
"TCAL_06259",45.5314099106664,0.941863698878438,0.194768665219749,4.83580712439435,1.32606455611079e-06,0.000144684281797767
"TCAL_07317",212.12703407771,-0.817922891824686,0.169619837728156,-4.8220945308033,1.42058589938429e-06,0.000152752444903239
"TCAL_09530",187.972717210473,0.545058267132064,0.113765536638861,4.79106663788969,1.65897012421767e-06,0.000176748807821466
"TCAL_12797",586.49822111378,0.530732962210445,0.111386976322766,4.76476675937894,1.89072228647024e-06,0.00019960870829799
"TCAL_03421",640.149306662158,0.569507834123828,0.119842263374786,4.75214517889061,2.01269768092937e-06,0.000210571695212908
"TCAL_01646",45.3819376858879,1.50364319238546,0.316832489132041,4.7458617533343,2.07620486299954e-06,0.000215276491732264
"TCAL_02959",169.436306621796,-0.771407604745314,0.163258315758849,-4.7250738877202,2.30031701935761e-06,0.000236403376511503
"TCAL_01691",1113.09006656946,-0.448320233188132,0.0951836640774853,-4.71005437259877,2.47650714756855e-06,0.000252277872848365
"TCAL_16031",235.346872695639,0.4253241988243,0.0906003243503895,4.69451077436978,2.67245525823681e-06,0.000267545025119863
"TCAL_17443",1341.65094374591,1.05952906858403,0.225653809531309,4.69537416977231,2.66119144825046e-06,0.000267545025119863
"TCAL_00156",1004.95800951421,0.318091215347368,0.0685872316189682,4.63776140017581,3.52203030266847e-06,0.00034958408465717
"TCAL_09716",211.192010906191,-0.424841555913449,0.0916513214003405,-4.63541113671134,3.56228735674551e-06,0.000350583415880386
"TCAL_02025",315.754479755734,-0.488074276225906,0.105546308379398,-4.62426667232612,3.75925977713302e-06,0.000366859527662569
"TCAL_09710",92.9142061632773,-0.749861811582798,0.162247472459375,-4.62171644473879,3.80577975518437e-06,0.000368304335807967
"TCAL_00464",754.688434330116,0.420546740892838,0.091168069575717,4.61287315668745,3.97140679879053e-06,0.000381156588052516
"TCAL_05941",975.611460539414,0.686265480731794,0.149226650439934,4.59881313899774,4.24904679285016e-06,0.000404460495125974
"TCAL_08462",1455.42864596334,0.317142981675364,0.0692584410795844,4.57912388341137,4.6692759889581e-06,0.000440847984225776
"TCAL_13621",323.244799785629,-0.497040585667363,0.108733906075843,-4.57116463121147,4.85021036088461e-06,0.000454237846136718
"TCAL_11237",176.936825714874,0.55916238156627,0.122477745057877,4.56542028351386,4.98494603607744e-06,0.000463121426535738
"TCAL_03123",4429.90116880304,0.386240545523559,0.0847489935475886,4.55746468902519,5.17747912906409e-06,0.000473433583667884
"TCAL_12742",119.828867809852,-0.638184085127985,0.140027868544051,-4.5575505202182,5.17536443818658e-06,0.000473433583667884
"TCAL_06201",172.662488197679,0.543268866525668,0.119301152875149,4.55376040744726,5.26953696105879e-06,0.000478086974443561
"TCAL_01682",10.6289324279697,4.11400711225869,0.906480259477953,4.5384409304489,5.66716654995139e-06,0.000507113681964634
"TCAL_02814",2979.52898673375,-0.295718794852454,0.0651638226013184,-4.53808237527292,5.67680863303215e-06,0.000507113681964634
"TCAL_16166",311.131326945316,0.545162429203586,0.120291253443916,4.53202052182257,5.84221726110157e-06,0.000517905870634905
"TCAL_07242",270.56337732725,-0.341028034848694,0.0756615161968846,-4.50728523548588,6.566233738445e-06,0.000577679336398196
"TCAL_04739",47.2155622814976,-0.728185480745461,0.163167541283898,-4.46280844226535,8.08923643522194e-06,0.000706318065580695
"TCAL_02476",133.956133545371,-0.525670127407677,0.118171197859734,-4.44837775133356,8.65212693124108e-06,0.000749829478003751
"TCAL_04214",1609.86360867109,-0.409175136960848,0.0921088972980721,-4.44229763859536,8.90033260454259e-06,0.000765626389159653
"TCAL_00276",152.300607761288,1.04881281188177,0.236805805664109,4.42899957178173,9.46712109452657e-06,0.000808394685814243
"TCAL_01975",1691.3134390527,0.421095246554814,0.0952097688648865,4.42281555322748,9.74229086664903e-06,0.000825819152075878
"TCAL_05209",364.796309179961,-0.652893396954963,0.147869436540645,-4.41533701777177,1.00852741645312e-05,0.000848697745454355
"TCAL_13736",8.31461636645277,-2.01860368925707,0.459024951272662,-4.39759033503609,1.09459331982266e-05,0.000914497282237452
"TCAL_16491",1299.63293221856,-0.518325817005557,0.118153507969433,-4.38688470544313,1.14985700347191e-05,0.000953806384379948
"TCAL_09874",282.629444601666,-0.457786847860456,0.104771301117024,-4.36939164618309,1.24593141312936e-05,0.00102617031919654
"TCAL_03143",2493.79315948644,0.465569167603473,0.106590821060694,4.36781669350659,1.25494749637863e-05,0.00102631727291866
"TCAL_00899",334.95691983026,-0.594319061201268,0.136487857937167,-4.35437313020815,1.33448238769333e-05,0.00108373034743235
"TCAL_08165",1087.37032278431,-0.6912293517532,0.158917773395502,-4.34960380443365,1.36383713417079e-05,0.00109987782216149
"TCAL_08840",26229.9621241127,0.718165064710914,0.165255352218306,4.34579004595387,1.38775261219989e-05,0.00111144628175705
"TCAL_00767",546.110044091495,-0.535623508701912,0.123699764960659,-4.33002850791399,1.49090039627994e-05,0.00118587851383554
"TCAL_03467",3103.05335362561,0.262997760334665,0.0608036833774087,4.32535901981855,1.52283636792664e-05,0.00120304073066205
"TCAL_10081",239.280345979815,1.22511872341631,0.285254767489421,4.29482295492835,1.74832802630911e-05,0.00137184684929241
"TCAL_01788",107.256820925179,0.648020444337667,0.151266790094449,4.28395713251435,1.83598301570422e-05,0.00143095776921967
"TCAL_10091",1005.73429093862,0.247331326973299,0.0581181902643256,4.25566119399828,2.084321334678e-05,0.00161368157730771
"TCAL_14535",185.01875791109,0.585016740580679,0.137517743830157,4.25411822712283,2.09874398182969e-05,0.00161408701066147
"TCAL_04551",152.30300638675,-0.523596634421472,0.123203464605356,-4.24985316848558,2.13910691224229e-05,0.00163430582709669
"TCAL_08275",185.815647719359,0.474352499962008,0.111879969943891,4.23983399530676,2.23685145337798e-05,0.00169781411294631
"TCAL_00225",127.836104345518,-0.48683787924078,0.114928537872304,-4.23600515810703,2.27531551944625e-05,0.00171398116316537
"TCAL_08949",16992.2429301285,0.342307576770835,0.080834506724431,4.23467143725858,2.28886113319553e-05,0.00171398116316537
"TCAL_16242",122.679549748808,0.507633504478076,0.119913151033361,4.23334304956133,2.30242884227846e-05,0.00171398116316537
"TCAL_07529",4594.50592260424,-0.513996366393057,0.121566679508465,-4.22810237534921,2.35670560932116e-05,0.00174321160770998
"TCAL_01322",515.578892914736,-0.322953076700236,0.0764593001583919,-4.22385603884958,2.40157488423694e-05,0.00174563571405752
"TCAL_09691",148.31792911666,-0.698842065111019,0.165464066140493,-4.22352769040283,2.40507805260659e-05,0.00174563571405752
"TCAL_11560",726.808069887884,-0.523994347425172,0.124050787858755,-4.22403078988741,2.39971243541837e-05,0.00174563571405752
"TCAL_01675",114.449159719526,-0.498374643953091,0.118153649070086,-4.21802160047946,2.4645521445181e-05,0.00177769217728501
"TCAL_05108",165.051063682349,-0.442213562592822,0.105485122505718,-4.19218892757934,2.76275765102058e-05,0.00198048793835197
"TCAL_02744",112.895364497363,-0.480496099795551,0.114929652573171,-4.18078441061709,2.90505200954831e-05,0.00206971588876592
"TCAL_02700",276.379801598378,-0.784700255480097,0.188335967058551,-4.16649176328676,3.09323063627912e-05,0.00219034679140911
"TCAL_06082",243.943150382575,0.418680402917553,0.100688800775689,4.15816257311748,3.20817679189135e-05,0.00225570011487652
"TCAL_09657",129.587322374617,0.763714497692369,0.18371717582718,4.15701196283784,3.22437112778354e-05,0.00225570011487652
"TCAL_06144",2786.48107207311,-0.351091119081397,0.084524085086926,-4.1537405429509,3.27084032053371e-05,0.00226791304449793
"TCAL_11302",1378.32384560399,-0.289237269925222,0.069644726329018,-4.15303907662438,3.2808868636498e-05,0.00226791304449793
"TCAL_11019",238.26381896989,-0.74298092439742,0.179171268288165,-4.14676377242845,3.37207654735981e-05,0.00231715532215914
"TCAL_00244",347.664864193352,0.446288481342039,0.10791105579841,4.13570674515274,3.53863858242293e-05,0.00241730646221632
"TCAL_03124",405.410842717838,0.372651948749314,0.0903218541309087,4.12582261884491,3.69411920919008e-05,0.00250876060680259
"TCAL_08732",520.891722934392,0.281902574134464,0.0684160168758849,4.12041780575841,3.78185968453638e-05,0.0025390638831306
"TCAL_10336",805.442257915116,0.311276694561135,0.0755456146155822,4.12038072818763,3.78246836977176e-05,0.0025390638831306
"TCAL_08563",1000.54424133032,0.351502819501924,0.085693289711923,4.10187099460854,4.0982275722568e-05,0.00271958381694961
"TCAL_14754",135.731867181023,-0.668115931115711,0.162858851658812,-4.10242319843571,4.08845586824097e-05,0.00271958381694961
"TCAL_09596",145.796602838079,0.60909402886606,0.148978624184188,4.08846592725285,4.34235311715798e-05,0.00286521288349748
"TCAL_07837",141.36188543578,0.607879110828198,0.148744660014648,4.08672896740183,4.37497704540177e-05,0.00287042985470343
"TCAL_15528",86.1192021860946,-1.05132781792877,0.257783825436122,-4.0783311992136,4.53601179641683e-05,0.00295936544897689
"TCAL_04458",362.507079979287,0.290668726295098,0.0715364957352196,4.06322288096079,4.83997748153094e-05,0.00314003678731949
"TCAL_05755",14.9141588646751,1.19295323176606,0.293839443354798,4.05988119956253,4.90976903050398e-05,0.00315702573467029
"TCAL_12124",643.108342339673,-0.488359200853888,0.120304192516255,-4.0593697579401,4.92053438366764e-05,0.00315702573467029
"TCAL_05729",415.467835245887,0.360031510711093,0.0890543715135566,4.04282804529462,5.28103507930507e-05,0.0033559790271107
"TCAL_14798",262.079251121092,-0.732292942690745,0.181148509240252,-4.04250051939166,5.28841954672572e-05,0.0033559790271107
"TCAL_12104",623.425240659921,0.291869448586364,0.0722508782978812,4.03966644368008,5.35272710985439e-05,0.00337832716993147
"TCAL_02215",45.9094749514916,0.71460833988451,0.177192868958814,4.03294073900124,5.50831741415904e-05,0.00343914463067897
"TCAL_03377",261.998533655,1.235628676518,0.306335175605698,4.03358404425764,5.49325209005422e-05,0.00343914463067897
"TCAL_12193",333.861697892388,-0.422375824778287,0.105329117635331,-4.01005756300578,6.07039470919922e-05,0.00376981250042409
"TCAL_11244",1471.36744920637,-0.45205045403009,0.113028353095046,-3.99944298622099,6.34917404325289e-05,0.00392196585980297
"TCAL_02145",492.340933887812,-0.315110422066677,0.0788510349300017,-3.99627503109387,6.434697301095e-05,0.00395376400833948
"TCAL_14009",183.754423509034,0.460909729198427,0.11549068763146,3.99088219709304,6.58279737030834e-05,0.00402347504533635
"TCAL_08811",68.2723372765938,-0.557137364683889,0.140338102787536,-3.96996506021863,7.18831721407455e-05,0.00432528123352579
"TCAL_10329",10814.6082431423,0.37912109230265,0.0954879186785881,3.97035664353278,7.17651262178176e-05,0.00432528123352579
"TCAL_13417",112.366295532967,-0.481527970226144,0.121227386257801,-3.97210552079488,7.12401479058185e-05,0.00432528123352579
"TCAL_02260",2967.49917127406,-0.231752261297506,0.0591931085301426,-3.91518991065476,9.03330761411644e-05,0.00536378986133729
"TCAL_03221",60.9445822166288,-0.687059335607359,0.175547935653444,-3.91379900338852,9.0855272235311e-05,0.00536378986133729
"TCAL_11559",64.0524886262039,1.06534973168908,0.272025408484622,3.91636111355863,8.98955648833762e-05,0.00536378986133729
"TCAL_12464",52.7644863170173,-0.654946194839678,0.167358118447331,-3.91344143275483,9.09899769812663e-05,0.00536378986133729
"TCAL_09783",611.211862286707,-0.320400638741789,0.0819162900047752,-3.91131774550717,9.17939122181273e-05,0.00538385203327835
"TCAL_16651",141.458602559057,0.373908974553238,0.0962344875915525,3.88539476762445,0.000102163739880528,0.00596194729262601
"TCAL_07480",401.727144296039,-0.337275810762885,0.0869862055584864,-3.87734823696975,0.000105601157594052,0.00613173121569861
"TCAL_01456",164.995910540178,0.472472115753952,0.122110485052892,3.86921823747815,0.000109184879260164,0.00615983014831823
"TCAL_07592",45.191764666217,-0.872263706484399,0.225447442501256,-3.86903349537683,0.000109267632011845,0.00615983014831823
"TCAL_08981",47731.3646538269,0.335774831201294,0.0867131692548728,3.87224725017677,0.000107836477500988,0.00615983014831823
"TCAL_10215",388.475459979921,-0.343352479689049,0.0887182358032704,-3.87014548452498,0.000108770423762141,0.00615983014831823
"TCAL_11343",101.553274780715,-0.494273996185412,0.12758949136417,-3.87393970224899,0.000107089919921777,0.00615983014831823
"TCAL_13227",14.1643608295231,-1.11751270687168,0.288601705410258,-3.8721625199099,0.000107873981646521,0.00615983014831823
"TCAL_02758",267.353808586711,0.286516364043528,0.0741786671218797,3.86251701682325,0.000112224745335417,0.00626570176721247
"TCAL_07012",127.772216185012,-0.416531945196655,0.107830546268391,-3.86283812529248,0.00011207727840448,0.00626570176721247
"TCAL_12591",4159.51400169315,-0.196112782581623,0.0509683179420707,-3.84773895823912,0.000119212978187075,0.00659498181167208
"TCAL_17056",14.1573547982933,1.2975138550107,0.337222782919019,3.84764589088362,0.000119258260608898,0.00659498181167208
"TCAL_08706",228.179557558545,0.379861483829574,0.099042733994249,3.83532914036512,0.000125396254013681,0.00689975491430687
"TCAL_13195",192.492741594779,-0.473076715164007,0.123382429048963,-3.83423084478481,0.000125957809509434,0.00689975491430687
"TCAL_02690",54.3063647904839,0.595787230254402,0.155624809719676,3.82835636122275,0.000129001882476788,0.00703332798686824
"TCAL_03375",677.426612054153,-0.619061643140458,0.162011615082408,-3.82109420257041,0.000132860886992932,0.00720987607779871
"TCAL_05769",316.453242484881,0.457760074263422,0.120029602195218,3.8137264965597,0.000136886954655212,0.0073938056019115
"TCAL_04882",9.68688177587972,-1.39159600996817,0.365229247634529,-3.81019871486495,0.000138855137587146,0.00746539218888669
"TCAL_12462",36.2694908643417,-0.765576468302541,0.201633953014566,-3.79686286390089,0.00014653880109407,0.00784218938758266
"TCAL_10908",3749.46880935341,-0.256463733021284,0.0676350045540453,-3.79187869820206,0.000149511942209441,0.0079087493977044
"TCAL_12100",389.161246884928,0.406433540674482,0.107199981448363,3.79135831166405,0.000149825615043052,0.0079087493977044
"TCAL_13288",486.824995063469,-0.529959666071738,0.139775366786872,-3.79150975064021,0.000149734268478095,0.0079087493977044
"TCAL_03589",26.8166619618717,1.08355985831724,0.286669267250631,3.77982568103439,0.000156938193868142,0.00824671151760513
"TCAL_13889",11.4073685109052,-1.35112351441429,0.357899484002234,-3.77514798095058,0.000159912703509409,0.00836516317952598
"TCAL_02201",391.529303888262,0.269208466208515,0.0714912235221143,3.76561559511205,0.000166139235934386,0.00865190559150685
